id,name__en,name,image,gender,identifier__VIAF,identifier__GND,identifier__LCAuth,birth_date,identifier__freebase,given_name,website,identifier__Muzinger,identifier__journalisted,identifier__EuroparlMEP,family_name,death_date,identifier__ISNI,identifier__BNF,identifier__SUDOC,identifier__IMDB,identifier__NTA,identifier__NLA,identifier__NPG,identifier__MusicBrainz,identifier__SELIBR,identifier__NNDB,identifier__Oxforddnb,identifier__GTAA,honorific_prefix,identifier__hansard,wikipedia__en,identifier__Munzinger,identifier__discogs,identifier__parliamentDOTuk,name__zh,name__pl,name__eu,name__fr,name__ru,name__es,name__ca,name__hu,name__fi,name__it,name__la,name__cy,name__de,name__br,name__ga,name__nl,name__sv,name__mzn,name__oc,name__nb,name__da,name__nn,name__he,wikipedia__br,wikipedia__ca,wikipedia__cy,wikipedia__de,wikipedia__es,wikipedia__eu,wikipedia__fi,wikipedia__fr,wikipedia__ga,wikipedia__he,wikipedia__hu,wikipedia__it,wikipedia__la,wikipedia__mzn,wikipedia__nl,wikipedia__pl,wikipedia__ru,wikipedia__simple,wikipedia__sv,wikipedia__zh,name__ko,name__tr,name__el,name__tl,name__af,name__en_ca,name__en_gb,name__uk,name__fa,wikipedia__af,wikipedia__da,wikipedia__el,wikipedia__ko,wikipedia__no,wikipedia__tl,wikipedia__tr,wikipedia__uk,name__ro,wikipedia__ro,wikipedia__enwikiquote,wikipedia__commons,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__gl,name__be,name__id,name__bn,name__ar,name__pt,name__eo,name__be_tarask,name__cs,name__bg,name__ckb,name__az,name__hy,wikipedia__ar,wikipedia__az,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__ckb,wikipedia__cs,wikipedia__eo,wikipedia__fa,wikipedia__gl,wikipedia__id,wikipedia__nn,wikipedia__pt,name__sr_el,name__sr_ec,name__hr,name__sco,name__sr,name__ie,name__ja,wikipedia__hr,wikipedia__ie,wikipedia__itwikiquote,wikipedia__ja,wikipedia__sco,wikipedia__sr,name__an,name__bs,name__ceb,name__et,name__is,name__lb,name__lmo,name__lt,name__nds,name__nds_nl,name__pms,name__sk,name__sl,name__sq,name__vec,name__wa,name__gd,name__yo,name__pnb,name__ku_arab,name__ku_latn,name__ku,name__hi,name__ur,wikipedia__et,wikipedia__gd,wikipedia__ku,wikipedia__pnb,wikipedia__sk,wikipedia__ur,wikipedia__yo,name__ta,wikipedia__ta,name__vmf,name__nan,name__mr,name__io,wikipedia__io,wikipedia__is,wikipedia__mr,wikipedia__zh_min_nan,name__de_ch,name__nrm,wikipedia__nrm,wikipedia__bgwikiquote
Q6250866,John O'Dowd,John O'Dowd,https://upload.wikimedia.org/wikipedia/commons/a/a0/John_O'Dowd.jpg,male,,,,1967-05-10,,John,,,,,,,,,,,,,,,,,,,,,John O'Dowd,,,,,,,John O'Dowd,,John O'Dowd,,,,,,,John O'Dowd,,,John O'Dowd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6260828,John Tierney,John Tierney,,male,,,,1951-12-09,,John,,,,,,,,,,,,,,,,,,,,,John Tierney (Irish politician),,,,,,,John Tierney,,,,,,,,,John Tierney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6272557,Jonathan Bell,Jonathan Bell,,male,,,,1970-03-05,,Jonathan,,,,,,,,,,,,,,,,,,,,,Jonathan Bell (UK politician),,,,,,,Jonathan Bell,,Jonathan Bell,,,,,,,Jonathan Bell,,,Jonathan Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6272833,Jonathan Craig,Jonathan Craig,,male,,,,1965-02-02,,Jonathan,,,,,,,,,,,,,,,,,,,,,Jonathan Craig,,,,,,,Jonathan Craig,,Jonathan Craig,,,,,,,Jonathan Craig,,,Jonathan Craig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6289711,Joshua Cardwell,Joshua Cardwell,,male,,,,1910-01-01,,Joshua,,,,,,1982-04-25,,,,,,,,,,,,,,,Joshua Cardwell,,,,,,,Joshua Cardwell,,,,,,,,,Joshua Cardwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6303346,Judith Cochrane,Judith Cochrane,,female,,,,1975-10-30,,Judith,,,,,,,,,,,,,,,,,,,,,Judith Cochrane,,,,,,,Judith Cochrane,,Judith Cochrane,,,,,,,Judith Cochrane,,,Judith Cochrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6369878,Karen McKevitt,Karen McKevitt,https://upload.wikimedia.org/wikipedia/commons/c/ce/Karen_McKevitt.jpg,female,,,,1971-07-09,,Karen,,,,,,,,,,,,,,,,,,,,,Karen McKevitt,,,,,,,Karen McKevitt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6377307,Kathy Stanton,Kathy Stanton,,female,,,,,,Kathy,,,,,,,,,,,,,,,,,,,,,Kathy Stanton,,,,,,,,,Kathy Stanton,,,,,,,Kathy Stanton,,,Kathy Stanton,Kathy Stanton,,,Kathy Stanton,Kathy Stanton,Kathy Stanton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6388394,Ken Robinson,Ken Robinson,,male,,,,1942-01-01,,Ken,,,,,,,,,,,,,,,,,,,,,Ken Robinson (Northern Ireland politician),,,,,,,Ken Robinson,,Ken Robinson,,,,,,,Ken Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6389642,Kennedy Lindsay,Kennedy Lindsay,,male,92066832,,,1924-01-01,,Kennedy,,,,,,1997-01-01,0000 0000 6726 7827,,,,,,,,,,,,,,Kennedy Lindsay,,,,,,,Kennedy Lindsay,,Kennedy Lindsay,,,,,,,Kennedy Lindsay,,,Kennedy Lindsay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6405360,Kieran Deeny,Kieran Deeny,,male,,,,1954-10-12,,Kieran,,,,,,,,,,,,,,,,,,,,,Kieran Deeny,,,,,,,Kieran Deeny,,Kieran Deeny,,,,,,,Kieran Deeny,,,Kieran Deeny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6405417,Kieran McCarthy,Kieran McCarthy,https://upload.wikimedia.org/wikipedia/commons/1/12/Kieran_McCarthy_MLA.jpg,male,,,,1942-09-09,,Kieran,,,,,,,,,,,,,,,,,,,,,Kieran McCarthy,,,,,,,Kieran McCarthy,,Kieran McCarthy,,,,,,,Kieran McCarthy,,,Kieran McCarthy,Kieran McCarthy,,,Kieran McCarthy,Kieran McCarthy,Kieran McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6530733,Leslie Cree,Leslie Cree,,male,,,,1941-07-15,,Leslie,,,,,,,,,,,,,,,,,,,,,Leslie Cree,,,,,,,Leslie Cree,,,,,,Leslie Cree,,,Leslie Cree,,,Leslie Cree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6662459,Lloyd Hall-Thompson,Lloyd Hall-Thompson,,male,,,,1920-04-09,,Lloyd,,,,,,1992-05-20,,,,,,,,,,,,,,,Lloyd Hall-Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6729407,Maeve McLaughlin,Maeve McLaughlin,,female,,,,1968-09-24,,Maeve,,,,,,,,,,,,,,,,,,,,,Maeve McLaughlin,,,,,,,Maeve McLaughlin,,Maeve McLaughlin,,,,Maeve McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6763228,Marietta Farrell,Marietta Farrell,,female,,,,1951-10-26,,Marietta,,,,,,,,,,,,,,,,,,,,,Marietta Farrell,,,,,,,Marietta Farrell,,,,,,Marietta Farrell,,,Marietta Farrell,,,Marietta Farrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6767859,Mark H. Durkan,Mark H. Durkan,,male,,,,1978-03-03,,Mark,,,,,,,,,,,,,,,,,,,,,Mark H. Durkan,,,,,,,,,,,,,,,,,,,Mark H. Durkan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6776629,Martin Smyth,Martin Smyth,,male,,,,1931-06-15,,Martin,,,,,,,,,,,,,,,,,,,,,Martin Smyth,,,,,,,Martin Smyth,,Martin Smyth,,,,,,,Martin Smyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6779108,Mary Bradley,Mary Bradley,,female,,,,1942-05-10,,Mary,,,,,,,,,,,,,,,,,,,,,Mary Bradley,,,,,,,Mary Bradley,,,,,,,,,Mary Bradley,,,Mary Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6780326,Mary McSorley,Mary McSorley,,female,,,,,,Mary,,,,,,,,,,,,,,,,,,,,,Mary McSorley,,,,,,,,,,,,,,,,Mary McSorley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6780408,Mary Nelis,Mary Nelis,https://upload.wikimedia.org/wikipedia/commons/8/85/Mary_Nelis_2012.jpg,female,,,,1935-01-01,,Mary,,,,,,,,,,,,,,,,,,,,,Mary Nelis,,,,,,,Mary Nelis,,Mary Nelis,,,,,,,Mary Nelis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6808653,Megan Fearon,Megan Fearon,https://upload.wikimedia.org/wikipedia/commons/8/86/Megan_Fearon.jpg,female,,,,1991-07-29,,Megan,,,,,,,,,,,,,,,,,,,,,Megan Fearon,,,,,,,Megan Fearon,,,,,,Megan Fearon,,,Megan Fearon,,,Megan Fearon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6820881,Mervyn Carrick,Mervyn Carrick,,male,,,,1946-02-13,,Mervyn,,,,,,,,,,,,,,,,,,,,,Mervyn Carrick,,,,,,,Mervyn Carrick,,,,,,,,,Mervyn Carrick,,,Mervyn Carrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6820936,Mervyn Storey,Mervyn Storey,,male,,,,1964-09-04,,Mervyn,,,,,,,,,,,,,,,,,,,,,Mervyn Storey,,,,,,,Mervyn Storey,,Mervyn Storey,,,,,,,Mervyn Storey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6829452,Michael Copeland,Michael Copeland,https://upload.wikimedia.org/wikipedia/commons/e/eb/MichaelCopelandMLA.jpg,male,,,,1954-06-23,,Michael,,,,,,,,,,,,,,,,,,,,,Michael Copeland,,,,,,,Michael Copeland,,,,,,Michael Copeland,,,Michael Copeland,,,Michael Copeland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6829517,Michael Coyle,Michael Coyle,,male,,,,1948-08-05,,Michael,,,,,,,,,,,,,,,,,,,,,Michael Coyle (politician),,,,,,,Michael Coyle,,,,,,,,,Michael Coyle,,,Michael Coyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6830268,Michael Ferguson,Michael Ferguson,,male,,,,,,Michael,,,,,,2006-09-24,,,,,,,,,,,,,,,Michael Ferguson (Irish politician),,,,,,,,,Michael Ferguson,,,,,,,Michael Ferguson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6832692,Michael McGimpsey,Michael McGimpsey,https://upload.wikimedia.org/wikipedia/commons/c/c8/Michael_McGimpsey_UUP.png,male,,,,1948-06-01,,Michael,,,,,,,,,,,,,,,,,,,,,Michael McGimpsey,,,,,,,Michael McGimpsey,,Michael McGimpsey,,,,,,,Michael McGimpsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6835582,Michaela Boyle,Michaela Boyle,,female,,,,1966-09-29,,Michaela,,,,,,,,,,,,,,,,,,,,,Michaela Boyle,,,,,,,Michaela Boyle,,,,,,,,,Michaela Boyle,,,Michaela Boyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6837153,Michelle McIlveen,Michelle McIlveen,https://upload.wikimedia.org/wikipedia/commons/1/1e/Michelle_McIlveen_DUP.jpg,female,,,,1971-01-21,,Michelle,,,,,,,,,,,,,,,,,,,,,Michelle McIlveen,,,,,,,Michelle McIlveen,,Michelle McIlveen,,,,Michelle McIlveen,,,Michelle McIlveen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6837191,Michelle O'Neill,Michelle O'Neill,https://upload.wikimedia.org/wikipedia/commons/9/9b/MichelleOneill.jpg,female,,,,1977-01-10,,Michelle,,,,,,,,,,,,,,,,,,,,,Michelle O'Neill,,,,,,,Michelle O'Neill,,,,,,,,,Michelle O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6838584,Mickey Brady,Mickey Brady,,male,,,,1950-10-07,,Mickey,,,,,,,,,,,,,,,,,,,,,Mickey Brady,,,,,,,Mickey Brady,,,,,,,,,Mickey Brady,,,Mickey Brady,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6848174,Mike Nesbitt,Mike Nesbitt,,male,,,,1957-05-11,,Mike,,,,,,,,,,,,,,,,,,,,,Mike Nesbitt,,,,麦克·内斯比特,,,Mike Nesbitt,,Mike Nesbitt,,,,,,,Mike Nesbitt,,,,Mike Nesbitt,,,Mike Nesbitt,Mike Nesbitt,Mike Nesbitt,,,,,Mike Nesbitt,,,,Mike Nesbitt,,,,,,,,,,,,麦克·内斯比特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6881061,Mitchel McLaughlin,Mitchel McLaughlin,,male,,,,1945-10-29,,,,,,,,,,,,,,,,,,,,,,,Mitchel McLaughlin,,,,,,,Mitchel McLaughlin,,Mitchel McLaughlin,,,,Mitchel McLaughlin,,,Mitchel McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6900013,Monica McWilliams,Monica McWilliams,,female,9074387,,,1954-04-28,,Monica,,,,,,,0000 0001 1741 7871,,,,,,,,,,,,,,Monica McWilliams,,,,,,,Monica McWilliams,,Monica McWilliams,,,,,,,Monica McWilliams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6967865,Nat Minford,Nat Minford,,male,,,,1912-12-02,,Nat,,,,,,1975-09-05,,,,,,,,,,,,,,,Nat Minford,,,,,,,Nat Minford,,,,,,Nat Minford,,,Nat Minford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6990498,Nelson Elder,Nelson Elder,,male,,,,1923-01-01,,Nelson,,,,,,,,,,,,,,,,,,,,,Nelson Elder,,,,,,,Nelson Elder,,,,,,Nelson Elder,,,Nelson Elder,,,Nelson Elder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6990642,Nelson McCausland,Nelson McCausland,,male,16714124,,,1951-08-15,,Nelson,,,,,,,,,,,,,,,,,,,,,Nelson McCausland,,,,,,,Nelson McCausland,,Nelson McCausland,,,,Nelson McCausland,,,Nelson McCausland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7050198,Norah Beare,Norah Beare,,female,,,,1946-05-25,,Norah,,,,,,,,,,,,,,,,,,,,,Norah Beare,,,,,,,Norah Beare,,Norah Beare,,,,Norah Beare,,,Norah Beare,,,Norah Beare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7051900,Norman Agnew,Norman Agnew,,male,,,,,,Norman,,,,,,,,,,,,,,,,,,,,,Norman Agnew,,,,,,,,,Norman Agnew,,,,,,,Norman Agnew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7051992,Norman Boyd,Norman Boyd,,male,63518824,,,1961-10-16,,Norman,,,,,,,,,,,,,,,,,,,,,Norman Boyd,,,,,,,Norman Boyd,,,,,,,,,Norman Boyd,,,Norman Boyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7087558,Oliver Gibson,Oliver Gibson,,male,,,,1934-06-28,,Oliver,,,,,,,,,,,,,,,,,,,,,Oliver Gibson,,,,,,,Oliver Gibson,,Oliver Gibson,,,,Oliver Gibson,,,Oliver Gibson,,,Oliver Gibson,Oliver Gibson,,,Oliver Gibson,Oliver Gibson,Oliver Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7087696,Oliver McMullan,Oliver McMullan,,male,,,,1952-03-22,,Oliver,,,,,,,,,,,,,,,,,,,,,Oliver McMullan,,,,,,,Oliver McMullan,,,,,,Oliver McMullan,,,Oliver McMullan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7123452,Paddy Devlin,Paddy Devlin,,male,41944047,,,1925-03-08,,Paddy,,,,,,1999-08-15,0000 0000 6649 1923,124956105,034171045,,,,,,,,101072665,,,,Paddy Devlin,,,,,,,Paddy Devlin,,Paddy Devlin,,,,,,,,,,Paddy Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7123582,Paddy O'Hanlon,Paddy O'Hanlon,,male,291014665,,,1944-05-08,,Paddy,,,,,,2009-04-07,,,,,,,,,,,,,,,Paddy O'Hanlon,,,,,,,Paddy O'Hanlon,,,,,,,,,Paddy O'Hanlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7128949,Pam Lewis,Pam Lewis,,female,,,,1971-12-30,,Pam,,,,,,,,,,,,,,,,,,,,,Pam Lewis,,,,,,,Pam Lewis,,,,,,,,,Pam Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7141780,Paschal O'Hare,Paschal O'Hare,,male,,,,1932-01-01,,,,,,,,2013-01-01,,,,,,,,,,,,,,,Paschal O'Hare,,,,,,,Paschal O'Hare,,,,,,,,,Paschal O'Hare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
