id,name,constituency,photo,party_id,house,aph_id,full_name,electorate,party,profile_page,contact_page,photo_url,email,facebook,twitter,website
HZE,Senator Zed Seselja,Australian Capital Territory,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HZE/upload_ref_binary/HZE.jpg,liberal_party_of_australia,senate,HZE,Senator Zed Seselja,Australian Capital Territory,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=HZE,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=HZE,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HZE/upload_ref_binary/HZE.jpg,senator.seselja@aph.gov.au,https://www.facebook.com/zed.seselja,https://twitter.com/zedseselja,
e5z,Senator Rachel Siewert,Western Australia,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/E5Z/upload_ref_binary/E5Z.JPG,australian_greens,senate,e5z,Senator Rachel Siewert,Western Australia,Australian Greens,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=e5z,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=e5z,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/E5Z/upload_ref_binary/E5Z.JPG,senator.siewert@aph.gov.au,,,http://www.rachelsiewert.org.au/
M0R,Senator the Hon Lisa Singh,Tasmania,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/M0R/upload_ref_binary/m0r.jpg,australian_labor_party,senate,M0R,Senator the Hon Lisa Singh,Tasmania,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=M0R,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=M0R,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/M0R/upload_ref_binary/m0r.jpg,senator.singh@aph.gov.au,,,http://www.lisasingh.com.au/main/
bv7,Senator the Hon Arthur Sinodinos AO,New South Wales,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/BV7/upload_ref_binary/bv7.jpg,liberal_party_of_australia,senate,bv7,Senator the Hon Arthur Sinodinos AO,New South Wales,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=bv7,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=bv7,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/BV7/upload_ref_binary/bv7.jpg,senator.sinodinos@aph.gov.au,,,http://www.arthursinodinos.com.au/
241710,Senator Dean Smith,Western Australia,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/241710/upload_ref_binary/241710.jpg,liberal_party_of_australia,senate,241710,Senator Dean Smith,Western Australia,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=241710,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=241710,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/241710/upload_ref_binary/241710.jpg,senator.smith@aph.gov.au,,,http://www.deansmithwa.com.au/
e68,Senator Glenn Sterle,Western Australia,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/E68/upload_ref_binary/E68.JPG,australian_labor_party,senate,e68,Senator Glenn Sterle,Western Australia,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=e68,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=e68,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/E68/upload_ref_binary/E68.JPG,senator.sterle@aph.gov.au,,,
231199,Senator Anne Urquhart,Tasmania,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/231199/upload_ref_binary/231199.jpg,australian_labor_party,senate,231199,Senator Anne Urquhart,Tasmania,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=231199,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=231199,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/231199/upload_ref_binary/231199.jpg,senator.urquhart@aph.gov.au,,,http://anneurquhart.com.au/
250045,Senator Zhenya Wang,Western Australia,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/250045/upload_ref_binary/250045.jpg,palmer_united_party,senate,250045,Senator Zhenya Wang,Western Australia,Palmer United Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=250045,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=250045,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/250045/upload_ref_binary/250045.jpg,,,https://twitter.com/SenatorZWang,
192970,Senator Larissa Waters,Queensland,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/192970/upload_ref_binary/192970.jpg,australian_greens,senate,192970,Senator Larissa Waters,Queensland,Australian Greens,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=192970,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=192970,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/192970/upload_ref_binary/192970.jpg,senator.waters@aph.gov.au,,,
195565,Senator Peter Whish-Wilson,Tasmania,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/195565/upload_ref_binary/195565.jpg,australian_greens,senate,195565,Senator Peter Whish-Wilson,Tasmania,Australian Greens,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=195565,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=195565,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/195565/upload_ref_binary/195565.jpg,senator.whish-wilson@aph.gov.au,http://www.facebook.com/senator.peter.whish.wilson?fref=ts,https://twitter.com/SenatorSurfer,
I0V,Senator John Williams,New South Wales,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/I0V/upload_ref_binary/I0V.JPG,the_nationals,senate,I0V,Senator John Williams,New South Wales,The Nationals,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=I0V,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=I0V,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/I0V/upload_ref_binary/I0V.JPG,,,,http://www.johnwilliams.com.au/
00AOU,Senator the Hon Penny Wong,South Australia,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/00AOU/upload_ref_binary/00AOU.jpg,australian_labor_party,senate,00AOU,Senator the Hon Penny Wong,South Australia,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=00AOU,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=00AOU,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/00AOU/upload_ref_binary/00AOU.jpg,,,,http://www.pennywong.com.au/
200287,Senator Penny Wright,South Australia,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/200287/upload_ref_binary/200287.jpg,australian_greens,senate,200287,Senator Penny Wright,South Australia,Australian Greens,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=200287,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=200287,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/200287/upload_ref_binary/200287.jpg,senator.wright@aph.gov.au,http://www.facebook.com/SenatorPennyWright,http://www.twitter.com/pennywrites,
8IV,Senator Nick Xenophon,South Australia,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/8IV/upload_ref_binary/8IV.JPG,independent,senate,8IV,Senator Nick Xenophon,South Australia,Independent,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=8IV,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=8IV,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/8IV/upload_ref_binary/8IV.JPG,senator.xenophon@aph.gov.au,,,http://www.nickxenophon.com.au
